From,To ,Capacity,CU (%)
3133297,2796956,5,0.189825361
2821072,2819517,3,0.113895216
3799244,2547316,72,2.733485194
3746391,2788556,2,0.075930144
2794291,3062698,3,0.113895216
2789300,3799244,2,0.075930144
2794169,2547316,22,0.835231587
2794185,2547316,2,0.075930144
2807533,2547316,3,0.113895216
2788290,2788373,3,0.113895216
2774362,3308077,8,0.303720577
2792549,3142770,3,0.113895216
2794188,2819517,38,1.442672741
2794943,3142770,3,0.113895216
2774370,2774362,3,0.113895216
3588941,2890329,3,0.113895216
2796511,2796125,4,0.151860289
2817369,2794613,2,0.075930144
2788373,2547316,6,0.227790433
2796152,2547316,3,0.113895216
2804456,3125784,3,0.113895216
2792980,3142770,2,0.075930144
2791738,2807540,11,0.417615793
2792482,3789962,3,0.113895216
2774450,2796429,3,0.113895216
2793142,2796125,2,0.075930144
3394643,2765286,2,0.075930144
2771196,3142770,3,0.113895216
2772200,2796229,3,0.113895216
3803734,2791789,2,0.075930144
2789992,2798248,2,0.075930144
2792493,2547316,6,0.227790433
2788440,3799244,3,0.113895216
2771179,2794169,2,0.075930144
3549654,2807540,3,0.113895216
2796247,2774420,3,0.113895216
2794257,2796956,2,0.075930144
2794160,2547316,11,0.417615793
3289591,2926682,3,0.113895216
2795113,2547316,2,0.075930144
3456084,2813191,3,0.113895216
2928180,2794169,10,0.379650721
2795983,2547316,2,0.075930144
3286527,2795041,2,0.075930144
3222101,2795929,2,0.075930144
2796521,3142770,2,0.075930144
2792618,2547316,10,0.379650721
2796990,2807847,3,0.113895216
3511225,2547316,13,0.493545938
3651205,2795945,2,0.075930144
2813476,2547316,3,0.113895216
3060797,2795995,3,0.113895216
2819525,2798516,3,0.113895216
2792630,2547316,2,0.075930144
2795007,2796067,9,0.341685649
2796105,2796125,3,0.113895216
2796610,2792369,5,0.189825361
2789113,2796429,2,0.075930144
2794613,2807847,65,2.467729689
2792440,3677016,12,0.455580866
2807540,2547316,20,0.759301443
2794960,2795995,3,0.113895216
2765267,2789882,3,0.113895216
2796251,2796610,3,0.113895216
2796299,2796429,2,0.075930144
2807545,2813462,2,0.075930144
3050175,3799244,2,0.075930144
2788675,2813462,2,0.075930144
3404245,2796067,2,0.075930144
3651953,2788556,2,0.075930144
3468528,2806148,2,0.075930144
3094675,2796429,2,0.075930144
3310758,2811318,2,0.075930144
2789755,2796067,5,0.189825361
3678183,2547316,2,0.075930144
2817361,2547316,2,0.075930144
2797009,2807847,3,0.113895216
2796768,3656553,2,0.075930144
2795910,2792369,3,0.113895216
2792411,2547316,2,0.075930144
3345881,2547316,3,0.113895216
2788315,3666485,2,0.075930144
2774429,2796980,2,0.075930144
2789319,2788556,2,0.075930144
3273764,2794160,3,0.113895216
2789504,2794169,3,0.113895216
2796379,2796125,2,0.075930144
3679622,2547316,2,0.075930144
2813453,2813462,2,0.075930144
2792993,2795995,2,0.075930144
3436268,3308077,6,0.227790433
3193797,2915506,2,0.075930144
3455950,2547316,3,0.113895216
3825559,2796125,3,0.113895216
2926682,2890329,6,0.227790433
3805732,3051251,2,0.075930144
2852506,2796158,3,0.113895216
2796097,2796067,11,0.417615793
2793032,2811318,3,0.113895216
2796830,3614421,3,0.113895216
2796164,2792369,3,0.113895216
2813462,2547316,18,0.683371298
3535005,3511225,3,0.113895216
2818022,2806148,2,0.075930144
2793115,2796429,2,0.075930144
2792607,2796125,3,0.113895216
2796344,2772186,3,0.113895216
2794181,3062698,2,0.075930144
2795973,3678975,3,0.113895216
2796062,2796125,3,0.113895216
2795087,2547316,3,0.113895216
2795945,2807847,5,0.189825361
2811352,2806148,6,0.227790433
2795029,2796125,3,0.113895216
2792366,2820999,3,0.113895216
2795928,2774425,3,0.113895216
2890329,2547316,18,0.683371298
3125768,3062698,3,0.113895216
2796241,2547316,2,0.075930144
2789629,2789373,3,0.113895216
2794278,2547316,2,0.075930144
3308077,2806148,47,1.78435839
2792806,2796125,3,0.113895216
2809813,2547316,2,0.075930144
3263740,2547316,2,0.075930144
2809755,2547316,4,0.151860289
2807583,2806148,3,0.113895216
3264774,2547316,3,0.113895216
2848406,3786788,2,0.075930144
3614421,2796130,17,0.645406226
3560713,2792493,3,0.113895216
2798516,2797058,5,0.189825361
2808386,2789499,3,0.113895216
2808384,2813462,2,0.075930144
2810720,2789755,2,0.075930144
2803435,2778269,3,0.113895216
2778269,2794613,11,0.417615793
2816209,2789142,2,0.075930144
2808388,3799244,3,0.113895216
2813571,2547316,3,0.113895216
2798517,2807847,3,0.113895216
3132319,2813462,2,0.075930144
2826213,2795007,2,0.075930144
2803437,2807847,2,0.075930144
3737056,2792618,2,0.075930144
2798261,2547316,2,0.075930144
2807847,2547316,161,6.112376614
2828286,2796727,2,0.075930144
2798518,2778269,5,0.189825361
2889838,2813462,2,0.075930144
2803424,2806148,3,0.113895216
2810862,2774419,2,0.075930144
2813944,3594210,2,0.075930144
2807797,3594210,2,0.075930144
2819778,3594210,5,0.189825361
2864882,3738774,2,0.075930144
2807812,3594210,2,0.075930144
2806265,2804143,5,0.189825361
2812718,3594210,3,0.113895216
2803453,2804143,3,0.113895216
2811846,2811598,3,0.113895216
2805155,2803457,2,0.075930144
3218633,3594210,3,0.113895216
2799300,2804950,2,0.075930144
3449343,3738774,2,0.075930144
2803776,2813921,5,0.189825361
2821357,3594210,3,0.113895216
2810126,2813921,29,1.100987092
2819721,2810126,3,0.113895216
2814264,2810126,3,0.113895216
3773303,3773334,3,0.113895216
2814144,3738774,2,0.075930144
2814283,3594210,4,0.151860289
2801224,2803457,2,0.075930144
3333702,3245986,3,0.113895216
2813921,3594210,53,2.012148823
2814306,3594210,5,0.189825361
3666497,3594210,3,0.113895216
2813933,3245986,15,0.569476082
3096654,3066258,3,0.113895216
3129975,2785374,2,0.075930144
3740966,3594210,2,0.075930144
2783452,3594210,3,0.113895216
2821356,2813921,2,0.075930144
2810092,3594210,3,0.113895216
3751328,2810126,2,0.075930144
2811598,3594210,5,0.189825361
3087660,3594210,3,0.113895216
2811790,3594210,2,0.075930144
3451928,3594210,2,0.075930144
3794457,3066258,2,0.075930144
2811798,3594210,2,0.075930144
2817551,3594210,3,0.113895216
2814265,3594210,3,0.113895216
2814214,3594210,3,0.113895216
2813964,3594210,5,0.189825361
2811654,3594210,9,0.341685649
2807692,3594210,3,0.113895216
2814058,3738774,5,0.189825361
2814153,3738781,3,0.113895216
3573106,3594210,2,0.075930144
2817583,2895841,2,0.075930144
2813904,3594210,2,0.075930144
3152206,2813933,3,0.113895216
2803457,3594210,7,0.265755505
2814125,3594210,2,0.075930144
2800964,2804140,3,0.113895216
3826092,3594210,3,0.113895216
2813916,2813933,3,0.113895216
3122926,2783405,3,0.113895216
3108099,2783405,2,0.075930144
3711083,3828396,3,0.113895216
2813934,3594210,3,0.113895216
3392414,2813921,6,0.227790433
3066258,2810126,10,0.379650721
3635436,2814306,2,0.075930144
2846949,3594210,2,0.075930144
2821367,2813921,2,0.075930144
2811591,3594210,3,0.113895216
2801331,2805039,2,0.075930144
2814147,2810126,2,0.075930144
3098593,3092631,2,0.075930144
2814262,3738774,2,0.075930144
2811485,3594210,5,0.189825361
2804140,2804143,10,0.379650721
2799296,2804143,3,0.113895216
3736620,2819833,2,0.075930144
3092631,3245986,8,0.303720577
2799351,3594210,2,0.075930144
2815736,2814283,2,0.075930144
2805100,2804143,2,0.075930144
2811563,3594210,2,0.075930144
3296325,3594210,9,0.341685649
2811765,2813933,3,0.113895216
3707521,2819778,3,0.113895216
2814343,3594210,3,0.113895216
2811735,3594210,6,0.227790433
2810019,3594210,3,0.113895216
2811756,3594210,2,0.075930144
2817537,2811735,3,0.113895216
2817614,2810126,2,0.075930144
2798909,2806265,2,0.075930144
2804950,2804140,5,0.189825361
2817793,2813933,3,0.113895216
2783405,3738774,11,0.417615793
2811451,3594210,3,0.113895216
2821308,3594210,3,0.113895216
2814106,3594210,2,0.075930144
2811741,3738774,3,0.113895216
2817654,3392414,3,0.113895216
2819781,2813921,3,0.113895216
3487798,3594210,3,0.113895216
3733495,2811654,3,0.113895216
2814123,3594210,2,0.075930144
3773334,3594210,8,0.303720577
3835151,2811654,3,0.113895216
2811613,3296325,2,0.075930144
2807702,2803776,3,0.113895216
2819833,3245986,5,0.189825361
2805039,3594210,7,0.265755505
2785377,2783405,3,0.113895216
3298040,3738774,3,0.113895216
2814233,3594210,3,0.113895216
3692704,3594210,2,0.075930144
2814301,3245986,3,0.113895216
3738781,3594210,6,0.227790433
2811643,3245986,2,0.075930144
2785374,3738774,5,0.189825361
3245986,3594210,41,1.556567957
2811655,3594210,2,0.075930144
2801523,2805039,2,0.075930144
2819815,3594210,2,0.075930144
2814369,2810126,2,0.075930144
2804143,3594210,25,0.949126803
2815175,2811485,2,0.075930144
2811511,2810126,2,0.075930144
2811843,3594210,3,0.113895216
3092138,3245986,2,0.075930144
3829193,3066258,3,0.113895216
2811622,2813964,3,0.113895216
2814010,3594210,2,0.075930144
3738774,3594210,37,1.404707669
2811477,3296325,3,0.113895216
2810124,3594210,2,0.075930144
2814112,2819833,2,0.075930144
3776992,3773334,3,0.113895216
2811638,3594210,3,0.113895216
2813957,3296325,2,0.075930144
3828396,3594210,5,0.189825361
3828622,2813921,3,0.113895216
2895841,2854001,5,0.189825361
2900328,3092631,3,0.113895216
2854001,3594210,11,0.417615793
2830480,2854001,3,0.113895216
2784008,2814058,2,0.075930144
2789700,2904672,11,0.417615793
2789140,2791444,3,0.113895216
3312973,2792717,2,0.075930144
2792470,875680,9,0.341685649
3373910,875680,3,0.113895216
2984337,2796163,2,0.075930144
2789341,2788272,2,0.075930144
3543470,2789789,2,0.075930144
3484039,2904672,6,0.227790433
2789530,2789439,3,0.113895216
2817378,875680,6,0.227790433
3744438,2788272,3,0.113895216
3413202,2788151,2,0.075930144
2796121,2792652,3,0.113895216
2794256,875680,3,0.113895216
2788338,2788339,3,0.113895216
2794269,3300893,3,0.113895216
3302070,875680,4,0.151860289
2789994,2795031,2,0.075930144
2772154,2795031,2,0.075930144
3668197,2904672,3,0.113895216
2789290,2788112,3,0.113895216
2788948,3154508,5,0.189825361
2789455,2788151,3,0.113895216
2790386,2788784,5,0.189825361
2771186,2789763,3,0.113895216
2793183,2795962,3,0.113895216
2790659,2790386,2,0.075930144
2767767,2789486,3,0.113895216
2791444,2904672,6,0.227790433
2930222,2795968,3,0.113895216
2794966,2792652,2,0.075930144
2915399,2788339,2,0.075930144
2811149,2789929,2,0.075930144
3219204,2817370,2,0.075930144
2809804,875680,8,0.303720577
2788512,2838515,2,0.075930144
2817249,2904672,2,0.075930144
2818021,875680,10,0.379650721
2794305,2792795,2,0.075930144
2789357,2789406,3,0.113895216
3436625,2789763,2,0.075930144
2793042,2795962,3,0.113895216
2789572,2788350,2,0.075930144
2787743,2788645,3,0.113895216
2789440,2838515,2,0.075930144
2789508,2791666,2,0.075930144
3661208,2789481,2,0.075930144
2789252,2789266,2,0.075930144
2789355,2789785,2,0.075930144
2788633,2904672,3,0.113895216
2793135,2796841,3,0.113895216
2792265,3154508,3,0.113895216
2796604,3071661,3,0.113895216
2788323,2788560,3,0.113895216
2789592,3103733,2,0.075930144
2813467,875680,3,0.113895216
2790764,2790517,2,0.075930144
2790622,2790517,2,0.075930144
2796213,2796841,3,0.113895216
2788795,2788948,3,0.113895216
2788569,2788339,3,0.113895216
3696179,2789486,3,0.113895216
2796605,3782226,3,0.113895216
2790781,3154508,2,0.075930144
2793277,2795031,6,0.227790433
3064548,2789587,3,0.113895216
2796996,2789662,3,0.113895216
2789704,2789366,12,0.455580866
2790517,3154508,21,0.797266515
2791019,2788784,5,0.189825361
2794985,2795031,2,0.075930144
2788592,2789785,3,0.113895216
2794266,3484039,2,0.075930144
2791641,2788272,3,0.113895216
2821062,2904672,9,0.341685649
2798837,2789486,6,0.227790433
2791548,2788553,3,0.113895216
2788255,2794307,18,0.683371298
2791602,2794307,3,0.113895216
2791198,2788784,2,0.075930144
2796981,875680,6,0.227790433
2767890,2789704,3,0.113895216
3074468,875680,2,0.075930144
3543156,2789664,3,0.113895216
2789406,2838515,6,0.227790433
3105775,3622935,2,0.075930144
2790401,2790517,2,0.075930144
2789635,2788510,2,0.075930144
2788607,875680,2,0.075930144
2791008,2788784,2,0.075930144
2789481,2838515,4,0.151860289
2926361,2788645,2,0.075930144
2817376,2797023,3,0.113895216
2789785,2789789,10,0.379650721
3683407,2788259,3,0.113895216
3181583,2795031,3,0.113895216
3416965,2789266,2,0.075930144
2794162,3111690,2,0.075930144
3111679,2798837,3,0.113895216
2788151,2838515,7,0.265755505
2842036,2795239,2,0.075930144
2795926,3103733,3,0.113895216
2789763,2788255,8,0.303720577
2789662,2788255,7,0.265755505
2789473,2789366,2,0.075930144
2796877,2838515,5,0.189825361
2788523,875680,3,0.113895216
2789544,2789700,6,0.227790433
2767879,875680,22,0.835231587
2788668,2788259,3,0.113895216
2791666,875680,13,0.493545938
2788920,2789746,2,0.075930144
2813192,3103733,2,0.075930144
2794307,875680,29,1.100987092
2929203,2789929,3,0.113895216
3308301,3300893,3,0.113895216
2792795,2795031,5,0.189825361
2794200,2767879,3,0.113895216
2788531,875680,12,0.455580866
2807584,875680,3,0.113895216
2789311,2789697,2,0.075930144
2789352,2904672,3,0.113895216
3701408,2795031,2,0.075930144
2904672,875680,88,3.340926348
2789439,2789486,8,0.303720577
3316177,2797023,4,0.151860289
2796163,3103733,8,0.303720577
2787740,875680,2,0.075930144
2929149,875680,6,0.227790433
3499481,2796165,2,0.075930144
3197185,2774469,3,0.113895216
2793079,2795962,3,0.113895216
2796994,3071661,2,0.075930144
2789152,2788531,2,0.075930144
2794179,2788609,2,0.075930144
2810985,2788645,3,0.113895216
2789359,2789266,2,0.075930144
2790930,2788784,4,0.151860289
2789889,2789366,3,0.113895216
2771180,2809781,2,0.075930144
2789555,3111690,3,0.113895216
2797001,2796877,2,0.075930144
2788571,2788197,2,0.075930144
2788553,875680,30,1.138952164
2788609,2904672,7,0.265755505
3535006,2792470,3,0.113895216
2788347,2838515,2,0.075930144
2788490,2794307,2,0.075930144
2791532,2789266,2,0.075930144
3103733,875680,54,2.050113895
3025417,2788259,3,0.113895216
2789417,2838515,2,0.075930144
2789387,2789789,2,0.075930144
3568340,875680,2,0.075930144
2813180,875680,4,0.151860289
2788384,2788427,2,0.075930144
2774469,2838515,8,0.303720577
3545002,2789853,2,0.075930144
2788286,3103733,3,0.113895216
3683405,2791666,2,0.075930144
2789674,2789266,2,0.075930144
2788946,2884062,2,0.075930144
2792029,2790517,2,0.075930144
2789524,2788112,3,0.113895216
2765400,2904672,2,0.075930144
2794627,3207172,3,0.113895216
2788759,2788784,3,0.113895216
2765445,875680,3,0.113895216
2818019,3071661,2,0.075930144
2791716,2788553,3,0.113895216
2767816,2789789,3,0.113895216
2797056,875680,8,0.303720577
3076671,3154508,2,0.075930144
2790653,2884062,6,0.227790433
2789421,2789266,3,0.113895216
2791445,2788553,2,0.075930144
2791245,2790913,2,0.075930144
2789740,2789486,9,0.341685649
2788275,2838515,3,0.113895216
2789696,2904672,3,0.113895216
2789433,2789740,3,0.113895216
2789683,875680,6,0.227790433
2772163,2796742,3,0.113895216
2789787,2788560,3,0.113895216
2767785,2788438,3,0.113895216
3068787,2789704,6,0.227790433
3222181,2795031,3,0.113895216
2796771,2795031,7,0.265755505
3065708,2795031,2,0.075930144
2790879,2789746,2,0.075930144
2811309,2796771,2,0.075930144
2788775,3154508,2,0.075930144
2796603,2767879,2,0.075930144
2796374,2795031,2,0.075930144
2792275,2790517,2,0.075930144
2969991,2788438,2,0.075930144
2792901,2792717,5,0.189825361
2791529,875680,2,0.075930144
2788118,875680,2,0.075930144
2790913,2788784,5,0.189825361
2913937,2794176,3,0.113895216
2821073,875680,8,0.303720577
2817366,2788560,3,0.113895216
2794859,3316177,2,0.075930144
3071661,875680,70,2.657555049
2788202,2788141,3,0.113895216
2792981,2796841,3,0.113895216
2788349,2789266,2,0.075930144
2788308,2788197,2,0.075930144
2788872,2790930,2,0.075930144
2788605,2788427,3,0.113895216
2797023,875680,12,0.455580866
2788483,2838515,3,0.113895216
2789664,875680,9,0.341685649
2788655,2788197,2,0.075930144
2791757,875680,2,0.075930144
2792652,2795962,12,0.455580866
3354140,875680,3,0.113895216
3782226,2795031,19,0.721336371
2796841,2795031,14,0.53151101
2806140,2792470,2,0.075930144
2792717,875680,9,0.341685649
2788427,875680,33,1.25284738
3760839,2789929,5,0.189825361
2789259,2789785,3,0.113895216
2789925,875680,3,0.113895216
2765259,2788438,2,0.075930144
2794986,2795031,3,0.113895216
2796639,2795031,3,0.113895216
2922719,3760839,2,0.075930144
2767878,875680,3,0.113895216
2788173,2788112,2,0.075930144
2796165,2796163,4,0.151860289
2789861,875680,2,0.075930144
2788453,2788310,3,0.113895216
3413352,2788339,3,0.113895216
2788134,2788553,2,0.075930144
2792221,2791019,3,0.113895216
3780397,2821073,2,0.075930144
2817375,2904672,2,0.075930144
2788106,2788164,2,0.075930144
3100485,2796771,2,0.075930144
2788663,2838515,2,0.075930144
2790752,3154508,2,0.075930144
3414801,875680,3,0.113895216
2795239,2795031,5,0.189825361
2795116,3300893,2,0.075930144
2884062,875680,20,0.759301443
3111690,2789266,29,1.100987092
3434534,875680,2,0.075930144
2789314,2838515,2,0.075930144
3256328,875680,3,0.113895216
2791773,2788350,2,0.075930144
3642407,3237803,3,0.113895216
3154508,2838515,49,1.860288535
2811362,2789697,2,0.075930144
2788248,2788164,2,0.075930144
2788164,2789266,6,0.227790433
2788510,2838515,5,0.189825361
2794284,2767879,3,0.113895216
2789177,2789266,2,0.075930144
2788310,875680,5,0.189825361
3308117,3300893,3,0.113895216
2819537,3300893,3,0.113895216
2791513,2791666,2,0.075930144
2788221,875680,2,0.075930144
2792418,2796841,2,0.075930144
2791770,2788112,2,0.075930144
2772156,3782226,7,0.265755505
3363898,2788201,2,0.075930144
2789486,875680,70,2.657555049
2789133,2788427,5,0.189825361
2819513,2904672,3,0.113895216
2791441,2791666,2,0.075930144
2791781,2789366,3,0.113895216
2796870,3068787,3,0.113895216
2788194,2788197,2,0.075930144
3700811,3040444,2,0.075930144
3764078,3782226,2,0.075930144
2772171,2795962,5,0.189825361
2790873,2806052,2,0.075930144
3237803,2772156,5,0.189825361
2788259,2788553,12,0.455580866
2789707,2838515,3,0.113895216
3563741,3154508,2,0.075930144
2794157,875680,3,0.113895216
2789605,2818033,2,0.075930144
2788372,2904672,2,0.075930144
2806052,3154508,7,0.265755505
2774401,3300893,3,0.113895216
2788619,3071661,3,0.113895216
2789929,2838515,14,0.53151101
2789155,2789266,9,0.341685649
2765258,2788645,3,0.113895216
2819512,2818021,3,0.113895216
2796420,2795962,2,0.075930144
2796137,2795962,2,0.075930144
2788152,875680,3,0.113895216
2788637,2794307,3,0.113895216
3428927,2791666,3,0.113895216
2788429,2904672,6,0.227790433
2789874,2789366,5,0.189825361
3564681,2789266,2,0.075930144
3169553,2795060,3,0.113895216
2790978,2788784,2,0.075930144
2796742,3300893,8,0.303720577
2791051,2790517,3,0.113895216
2767778,875680,3,0.113895216
2789806,2789266,3,0.113895216
2789933,875680,3,0.113895216
2789507,2789929,2,0.075930144
2789401,2788784,3,0.113895216
2789853,2789486,6,0.227790433
2793182,2795962,3,0.113895216
3406239,3111690,2,0.075930144
3384873,2904672,3,0.113895216
2789389,2788429,3,0.113895216
2796851,2795031,3,0.113895216
2788552,2904672,3,0.113895216
2789697,2789486,14,0.53151101
3151213,2789874,3,0.113895216
2795962,3071661,55,2.088078967
2789565,2789697,3,0.113895216
2889724,2789266,2,0.075930144
2788279,2788272,2,0.075930144
2789500,3111690,3,0.113895216
2789139,2788645,5,0.189825361
2788784,2838515,41,1.556567957
3207172,2821062,5,0.189825361
2788201,2884062,5,0.189825361
2796633,2796103,3,0.113895216
2791595,2838515,3,0.113895216
2791614,875680,2,0.075930144
2788287,875680,2,0.075930144
3642406,2796981,3,0.113895216
2774385,2795962,3,0.113895216
2788197,2789266,15,0.569476082
2795060,2795031,5,0.189825361
2789868,3111690,3,0.113895216
2788449,2788671,3,0.113895216
2794612,2797056,2,0.075930144
3308189,2767879,6,0.227790433
3424410,2884062,3,0.113895216
2796103,3782226,5,0.189825361
2788216,2904672,2,0.075930144
3072708,875680,3,0.113895216
2788649,2788197,2,0.075930144
2767799,875680,6,0.227790433
2788346,2789439,3,0.113895216
2789431,2788553,2,0.075930144
2795968,2795962,8,0.303720577
3040444,875680,4,0.151860289
2788768,2774469,2,0.075930144
2838515,875680,198,7.517084282
3063444,2795031,6,0.227790433
3768099,2795031,2,0.075930144
3299336,2788553,2,0.075930144
2788141,2789486,6,0.227790433
2788272,2838515,17,0.645406226
2791525,3111690,6,0.227790433
2789807,2789697,2,0.075930144
2788112,875680,15,0.569476082
2791766,2838515,3,0.113895216
2792271,2790517,2,0.075930144
2788462,875680,2,0.075930144
2789478,2788784,2,0.075930144
2789246,2788531,3,0.113895216
2796403,2793277,3,0.113895216
2788339,2789266,16,0.607441154
2789306,875680,3,0.113895216
2788332,2789486,3,0.113895216
2788645,2788427,20,0.759301443
2791193,2788272,2,0.075930144
2792494,3071661,2,0.075930144
2789571,2789746,2,0.075930144
2789223,2809804,2,0.075930144
2789616,2789266,2,0.075930144
2788150,2788560,2,0.075930144
3811993,875680,2,0.075930144
2788482,875680,2,0.075930144
2789457,2789664,3,0.113895216
2787731,875680,2,0.075930144
3466783,2797056,2,0.075930144
2817370,875680,5,0.189825361
2802647,2788784,2,0.075930144
2791081,2788784,3,0.113895216
2794261,2821062,2,0.075930144
2796026,2795968,3,0.113895216
3653633,2795031,2,0.075930144
3368470,2772171,2,0.075930144
2810988,3111690,2,0.075930144
2788528,2821073,3,0.113895216
2796844,3063444,3,0.113895216
2797030,875680,2,0.075930144
2819533,875680,2,0.075930144
2789789,875680,21,0.797266515
2788364,2788553,2,0.075930144
2923393,3300893,3,0.113895216
2794161,875680,2,0.075930144
2796484,2796742,3,0.113895216
2756870,2806052,3,0.113895216
2796366,3308189,3,0.113895216
2789610,2789789,2,0.075930144
2818033,2818021,5,0.189825361
2791013,2790653,3,0.113895216
2791707,2789700,3,0.113895216
2809809,875680,3,0.113895216
3300893,875680,34,1.290812453
3063890,2795031,2,0.075930144
2795972,3300893,3,0.113895216
3652722,2838515,2,0.075930144
2767772,2789266,2,0.075930144
2789663,2789697,3,0.113895216
2789564,2789486,3,0.113895216
2789864,875680,2,0.075930144
2789608,875680,3,0.113895216
3585048,3622935,3,0.113895216
2788672,2817378,3,0.113895216
2791754,875680,3,0.113895216
2789402,2904672,3,0.113895216
2788135,2789486,5,0.189825361
2789701,2788531,3,0.113895216
2789266,875680,113,4.290053151
2794638,2788609,3,0.113895216
3064183,2795031,3,0.113895216
3079910,2789853,2,0.075930144
2788671,875680,6,0.227790433
2792999,2792470,2,0.075930144
2817352,2809804,3,0.113895216
2791581,2789366,3,0.113895216
2792863,2795031,5,0.189825361
3263598,2884062,2,0.075930144
2927345,2788135,2,0.075930144
2788636,2788197,3,0.113895216
2792181,2790517,3,0.113895216
2890320,2904672,2,0.075930144
3584641,3302070,2,0.075930144
2792873,2792863,3,0.113895216
2789324,2788272,2,0.075930144
3475071,875680,3,0.113895216
2795031,875680,115,4.365983295
3627056,2838515,2,0.075930144
2809781,2792652,5,0.189825361
2791722,2789740,3,0.113895216
2793163,2795962,2,0.075930144
2789366,3103733,33,1.25284738
2789617,3111690,3,0.113895216
2788374,875680,3,0.113895216
2789579,875680,2,0.075930144
2789746,2838515,8,0.303720577
2789587,2789266,5,0.189825361
2788554,875680,2,0.075930144
2796092,3484039,2,0.075930144
2789885,2789266,2,0.075930144
3598420,2904672,2,0.075930144
2788438,875680,10,0.379650721
2791750,875680,2,0.075930144
2794898,2795962,3,0.113895216
3684946,2797056,2,0.075930144
2789934,2789366,2,0.075930144
2791420,875680,3,0.113895216
2796971,875680,3,0.113895216
3727027,2929149,3,0.113895216
2788350,2789155,6,0.227790433
2772152,2795031,3,0.113895216
2789695,2788531,2,0.075930144
2788560,875680,14,0.53151101
2789721,3111690,3,0.113895216
2794176,875680,8,0.303720577
3622935,875680,11,0.417615793
2795045,2795031,2,0.075930144
2789762,2904672,2,0.075930144
2813459,2789486,2,0.075930144
2788334,2788339,2,0.075930144
2788229,2789139,2,0.075930144
2789573,2789133,2,0.075930144
2792817,2795962,3,0.113895216
2791741,3622935,3,0.113895216
3778016,2794176,2,0.075930144
2791610,2788112,3,0.113895216
2788119,2788645,2,0.075930144
2809810,875680,2,0.075930144
3317646,2767879,3,0.113895216
2783135,2791525,3,0.113895216
2813584,2767879,2,0.075930144
2808381,2767799,3,0.113895216
3089703,2789662,2,0.075930144
3388881,875680,3,0.113895216
2810716,2813180,2,0.075930144
2848408,2792901,2,0.075930144
2813565,2797023,2,0.075930144
2778272,2789544,3,0.113895216
2802346,875680,3,0.113895216
3218120,2789683,3,0.113895216
2792569,2792954,2,0.075930144
2811330,3511937,8,0.303720577
2792468,2793152,4,0.151860289
2796865,2792843,5,0.189825361
2792888,2824742,2,0.075930144
2792801,2164123,56,2.126044039
2796734,2164123,3,0.113895216
2793017,2164123,2,0.075930144
2796684,2796682,3,0.113895216
2796501,2164123,3,0.113895216
3376611,2792787,2,0.075930144
2794959,3093122,4,0.151860289
2796508,2824733,3,0.113895216
2813365,2796673,2,0.075930144
2793106,2164123,97,3.682611997
2792395,2774380,3,0.113895216
2801933,2795101,3,0.113895216
2811325,2793138,2,0.075930144
2774427,2164123,2,0.075930144
3832133,2793018,3,0.113895216
2796339,2931323,3,0.113895216
2849323,2793278,3,0.113895216
2796176,2931323,3,0.113895216
2793084,2792794,3,0.113895216
2796643,2164123,5,0.189825361
2792571,2164123,2,0.075930144
2796582,2793106,2,0.075930144
2796162,2792812,3,0.113895216
2793166,2824733,3,0.113895216
2780725,2792801,5,0.189825361
3093122,2164123,10,0.379650721
2792970,2793138,8,0.303720577
2792754,2164123,2,0.075930144
2774444,2792812,3,0.113895216
2774380,2793106,7,0.265755505
2796824,2824733,3,0.113895216
2783759,2793140,2,0.075930144
2813374,2796766,3,0.113895216
2792847,2834270,2,0.075930144
2792379,2164123,2,0.075930144
2794325,2792812,2,0.075930144
2794870,2793152,2,0.075930144
2793291,2164123,3,0.113895216
2793018,2164123,39,1.480637813
3747319,2791222,3,0.113895216
2795096,2792954,3,0.113895216
2796758,2792743,5,0.189825361
3556205,2780755,2,0.075930144
2796352,2796539,2,0.075930144
2792734,2164123,3,0.113895216
2796810,2792794,2,0.075930144
2792992,2164123,2,0.075930144
3480061,2792558,3,0.113895216
2793262,2793138,2,0.075930144
2873449,2164123,3,0.113895216
3601501,2795158,2,0.075930144
2793076,2793043,2,0.075930144
2792963,2793025,15,0.569476082
2793245,2792812,2,0.075930144
2792781,2796643,3,0.113895216
2796632,2164123,2,0.075930144
2794958,2793025,2,0.075930144
2792501,2793106,2,0.075930144
2789993,2793152,3,0.113895216
2792422,2793018,8,0.303720577
2792605,2793217,2,0.075930144
2796355,3294582,13,0.493545938
3788439,2795101,2,0.075930144
2796060,2164123,46,1.746393318
2796760,2164123,2,0.075930144
3095623,2792555,3,0.113895216
2796395,3294582,2,0.075930144
2791944,2791222,3,0.113895216
2793248,2796648,2,0.075930144
2795111,2793018,2,0.075930144
2793118,2792383,2,0.075930144
2793140,2794893,7,0.265755505
2813395,2164123,3,0.113895216
2776316,2796749,2,0.075930144
2796509,2164123,3,0.113895216
3631346,2796355,3,0.113895216
2793111,2798232,3,0.113895216
2796634,2164123,8,0.303720577
2796378,2811330,3,0.113895216
3095621,2164123,43,1.632498102
2796468,2164123,4,0.151860289
2813389,2792422,2,0.075930144
2792733,2164123,3,0.113895216
3387646,2792743,3,0.113895216
